Email_Body,polarity,subjectivity,num_words_doc,email_title,date_time,document_idx,newpaper_title
"&nbsp;&nbsp;&nbsp; American athletes expect to wear theirNikeapparel at the Olympics, even though a Spanish court rejectedNike'sfinal appeal in a multimillion-dollar trademark feud, the U.S. Olympic Committee said yesterday.&nbsp;''We would hope this court would not attempt to dictate to any athlete from any nation what competitive gear they would wear in these Games,'' the USOC said. ''We would view that as extremely hostile and beyond their jurisdiction.''But a lawyer for the Spanish firm that owns theNiketrademark in Spain says the court decision definitively prohibits athletes from wearing theNikename.GRAPHIC:Photo: Barcelona apartment dwellers peer at a giantNikeposter of Ukrainian pole vaulter Sergei Bubka. Despite a court ruling rejecting the company's appeal,Nikeclothing will be worn at least by U.S. athletes.",-0.104166666667,0.3,104 words,"Nikeloses battle, may win war",1992-07-23 00:00:00,90 of 998 DOCUMENTS,"The Financial Post (Toronto, Canada)"
"Sneaker fads may be fleeting, but athletic shoes may last for decades. That's whyNikeInc. is introducing sneakers made of recycled materials.Nike,the country's largest athletic shoe manufacturer, said that starting in the spring it would sell a new version of its Air Escape Low shoes with soles made of about 20 percent recycled materials. The shoes, to be priced at $75, will be sold in boxes made of recycled paper.&nbsp;&nbsp;Nike,whose sales in the fiscal year 1992 totaled $3.41 billion, wants to prevent old sneakers from building up in landfills and other waste-disposal sites. Last year, 388 million pairs of athletic shoes were sold, according to an article in the current issue of Omni magazine.At first,Nikeplans to recycle its defective footwear, but it is applying for a patent for its technology to re-use old sneakers. The process involves a giant Cuisinart that grinds whole shoes into small bits that will later be used in material for new soles.&quot;Once our patent application is accepted, we'll make that technology available to any other shoe company in the world that wants it,&quot; aNikespokesman, Dusty Kidd, said.By the fall of 1993,Nikeintends the seven styles it makes for outdoor sports to have soles made of recycled material, a company spokeswoman said. The next step would be to use recycled materials in its basketball shoes, aerobic shoes and running shoes.&quot;Maybe at some point -- way in the future -- we'll have a system where shoes can be 100 percent recycled, where you never throw a pair away,&quot; Mr. Kidd said. &quot;You'd always take them back like bottles or other common recyclables.&quot;",0.0061553030303,0.291351010101,272 words,COMPANY NEWS: Saving Battered Soles;Sneakers Find an Afterlife AsNikeStarts Recycling,1992-07-25 00:00:00,92 of 998 DOCUMENTS,The New York Times
"L.A. Gear Inc. filed a $3 billion lawsuit today againstNikeInc., chargingNikewith trying to monopolize the market for high-tech sneakers and drive L.A. Gear out of business. The countersuit was filed afterNikesued L.A. Gear last month for patent infringement. L.A. Gear, based in Los Angeles, accusesNikeof trying to monopolize the high-technology basketball shoe market. L.A. Gear denied that its new Catapult shoe technology infringed any patents.In its suit, filed in Federal court on Feb. 15,Nikecontended that six models of basketball shoes sold by L.A. Gear infringed patents forNike'sAir Jordan shoes, which are endorsed by the basketball star Michael Jordan. Officials fromNike,based in Beaverton, Ore., were not available for comment on L.A. Gear's suit.",-0.0212121212121,0.307070707071,131 words,COMPANY NEWS;L.A. Gear FilesNikeCountersuit,1991-03-22 00:00:00,95 of 998 DOCUMENTS,The New York Times
"&nbsp;NikeInc., the U.S. sports shoe and fashion giant, is facing a painful Olympics in Barcelona later this month after a ruling by Spain's highest court that it cannot advertise its products in Spain and that its sponsored athletes at the Games may not wear its flashy logo.Choosing their moment with deadly precision, two Catalonians have gone to the courts claiming that they have had theNikename, and an emblem very similar to that of the U.S.Nikecompany, registered in Spain since 1932.&nbsp;The court bought their story. The two are said to be asking US$30 million for ''their'' trademark.&nbsp;Nikewas not available for comment late Friday, but its Spanish representatives have appealed against the June 30 ruling by the Constitutional Court (Barcelona branch). Their problem is that the wheels of Spanish justice grind slowly and the Games are just three weeks away.Expansion, the Spanish newspaper that unearthed the ruling, is quoting local representatives of the U.S.Nikecompany as saying the damage to the company would be ''irreversible and irreparable'' if its athletes are not able to sport the company logo during the games.While the ruling does not mean that Michael Jordan will have to compete without his shoes on, it could mean that TV closeups of their victorious heaving chests will be free of advertising. It also meansNikewould have to take down its hoardings in Barcelona and the rest of Spain.&nbsp;Nikewas planning to use the Games to help launch a multimillion-dollar new range of sports clothes in the autumn.It proved impossible Friday to locate the two legal owners of theNikemark in Spain, Juan Amigo Freixas and Flora Bertrand Mata.",-0.128195646946,0.45063973064,282 words,Niketripped up as Olympics near,1992-07-06 00:00:00,98 of 998 DOCUMENTS,"The Financial Post (Toronto, Canada)"
"Sneaker makerNikeInc.'s revenue for fiscal 1991 exceeded US$3 billion (C$3.4 billion).&nbsp;Of the US$768 million in revenue growth during the year,Nikesaid nearly half was generated by international operations. Total international revenue was US$862 million, up 80% from last year's US$480 million.&nbsp;Nikealso said worldwide orders for athletic footwear and apparel scheduled for delivery between June and November of this year total US$1.4 billion, up 9% from the same period a year earlier.The Beaverton, Ore. company said its fourth-quarter results include a 6% decline in domestic footwear revenue.",-0.0208333333333,0.244791666667,105 words,Nike'srevenue jumps,1991-07-11 00:00:00,100 of 998 DOCUMENTS,"The Financial Post (Toronto, Canada)"
"NikeInc., the athletic shoe and apparel marketer, said today that its earnings rose 16.7 percent in its third quarter, helped by strong international sales.Nike'snet income for the three-month period that ended Feb. 29 was $82.5 million, or $1.08 a share, up from $70.7 million, or 93 cents a share, in the corresponding period last year.&nbsp;Sales increased 8 percent, to $867 million from $802.2 million.Earnings were helped, the company said, by strong overseas sales, which increased 27 percent, to $254 million. Sales were up 59 percent in Germany, 38 percent in Italy, 30 percent in France and 76 percent in Asia, the company said.Nikesaid its domestic footwear sales rose 2 percent, to $478 million, while sales of athletic apparel in the United States fell 3 percent, to $97.2 million.&quot;In the U.S., where we have maintained our 31 percent market share, future orders indicate renewed domestic growth will occur in our next quarter,&quot; Philip Knight,Nike'schairman, said.Nike'sshare price fell $3.625 today, to close at $70.50, on the New York Stock Exchange.",0.183585858586,0.351073232323,181 words,THE MEDIA BUSINESS;NikeProfit Rises 16.7%,1992-03-17 00:00:00,102 of 998 DOCUMENTS,The New York Times
"NikeDoes It AgainWieden &amp; Kennedy Inc., the Portland, Ore., agency that coined the anthemic phrase &quot;just do it&quot; forNikeInc., has taken its own advice. It has produced one of the year's most admired campaigns -- again.&nbsp;&quot;Nikeis the high-water mark in American advertising,&quot; said Andy Berlin, a principal at Goodby, Berlin &amp; Silverstein in San Francisco.Saluting theNikecampaign's &quot;style and 'cool' factor,&quot; Nat Whitten, co-creative director of Weiss, Whitten, Carroll, Stagliano in New York, added that Wieden's advertising &quot;isn't just to shock or get attention; it sells the product.&quot;Among this year's lauded ads forNike:a nostalgic, low-key television commercial shown during Super Bowl XXV; print ads that talked to, not at, women, in a sensitive, respectful manner, and a series of humorous &quot;Bo Show&quot; spots, which defied predictions that Bo Jackson's football injury would end his effectiveness as aNikeendorser.&nbsp;Pepsi Gets a Prize SloganDoes Diet Pepsi have the right one, baby? Indubitably. (You were expecting &quot;Uh-huh&quot;?)The slickly produced campaign for the Pepsi-Cola soft drink, by BBDO Worldwide in New York, has spawned an upbeat national catch phrase during a less-than-upbeat year. The campaign's slogan -- &quot;You got the right one baby, uh-huh,&quot; half-sung, half-growled by Ray Charles -- has been added to the vernacular, and has been placed on Diet Pepsi containers. The advertising was &quot;a step ahead,&quot; said James Patterson, chairman of J. Walter Thompson North America in New York.The campaign marked another victory in its psychological warfare with Coca-Cola. Coke outsells Pepsi. But Pepsi often out-advertises and out-markets Coke.&quot;For Coca-Cola, I haven't noticed any spots all year,&quot; said Nat Whitten, co-creative director of Weiss, Whitten, Carroll, Stagliano in New York. &quot;Yet I've noticed all the Pepsi spots.&quot;&nbsp;Nuprin's Luck With EndorserFinding an outstanding campaign in the pill-and-pain category is like fishing a diamond ring out of a box of Cracker Jack. Yet J. Walter Thompson USA in New York managed that feat with advertising for Bristol-Myers Squibb's Nuprin brand of ibuprofen.&quot;Nupe it with Nuprin,&quot; the campaign urged, and consumers heeded that call to self-medicate, as sales of the brand, previously sluggish, began to rise.The campaign won praise for another rarity, signing a spokesman from the sports world who was actually well suited for the product. Of course, it was sweet serendipity that the endorser, the aging tennis star Jimmy Connors, unexpectedly stormed his way into the U.S. Open semifinals just as the campaign started.One complaint: the unfortunate play on words between &quot;Nupe&quot; and &quot;Nuke.&quot; Some say the campaign works despite that; others say that is exactly what makes the ads work.&nbsp;Auto Themes: Safe and FrugalTwo unorthodox automotive campaigns drew raves, though the plaudits were far from unanimous.For Volvo Cars of North America, Messner Vetere Berger Carey Schmetterer in New York played single-mindedly on motorists' anxieties about safety, using the theme &quot;Drive Safely.&quot; It is &quot;the best tagline,&quot; said Jeff Atlas, chairman of Atlas Citron Haligman &amp; Bedecarre in San Francisco. &quot;Very simple and very appropriate.&quot;Some executives were put off by the suggestion that parents who love their children drive only Volvos. Some also saw the campaign's attack on mini-vans as an unfair swipe at Chrysler.The other campaign was for Subaru of America's 1992 models, by Wieden &amp; Kennedy. A refreshing dose of reality infused the campaign, which debunked traditional auto-advertising obsessions with status, power and glamour. One spot, startling in its candor, depicted people who pay a lot for trophy cars as shallow, vain and deep in debt.But the campaign theme, &quot;what to drive,&quot; came under fire. &quot;It takes itself so seriously in trying to be different,&quot; said Marty Weiss, co-creative director of Weiss, Whitten, Carroll, Stagliano in New York.&nbsp;Challenge of the 90's: Credit CardsThe red-hot debate raging over the new American Express green card campaign has ad folks arguing until they are blue in the face. For now, color the prevailing judgments dark.Donny Deutsch, executive vice president and creative director of Deutsch Inc. in New York, belittled the advertising's &quot;spend, spend, spend, isn't-life-fun, yuppie attitude.&quot; He and others cited ads by Chiat/Day/Mojo Inc. in New York that celebrate frivolities like flying the Concorde.&quot;The creative strikes me as sophomoric,&quot; said Jay Schulberg, executive vice president and executive creative head of Bozell Inc. in New York.Samuel J. Chisholm, president of the Mingo Group Inc. in New York, is &quot;not sure this approach is direct enough -- and I carry two American Express cards.&quot;Others, less negative, argue that the campaign will evolve. They say it would do better to focus on a theme found in some of the ads, which present the card as a powerful financial tool with flexible spending limits and no revolving-interest charges.&nbsp;Not Much Memorable From DetroitThis was not a good year for Detroit. Nor was it a good year for Detroit's advertising.&quot;It's no wonder G.M. is closing 21 plants, with the kind of advertising they do,&quot; said Nat Whitten, co-creative director of Weiss, Whitten, Carroll, Stagliano in New York.Among the most castigated campaigns: the muddled, meaningless theme for Oldsmobile, &quot;the power of intelligent engineering,&quot; by the Leo Burnett Company in Chicago, and the nearly invisible advertising for Chrysler's struggling Plymouth division, by Bozell Inc. in Birmingham, Mich.A notable exception was the advertising by Hal Riney &amp; Partners in San Francisco for General Motors' Saturn division, which was warmly applauded for its intelligent appeals to car buyers.&nbsp;'News' Approach Raises QuestionsA series of television commercials by McCann-Erickson in New York for the Vaseline line of skin-care lotions was cited by some as a dubious achievement in deceit.The spots featured Joan Lunden, the co-host of ABC's &quot;Good Morning America,&quot; in what seemed to be news reports on skin care. The spots used elements of news shows, like an anchor desk and on-screen logos, which cloaked their commercial nature.&quot;If you're trying to build credibility for a product, you don't do it by creating a fake news show,&quot; said Jeff Atlas, chairman of Atlas Citron Haligman &amp; Bedecarre in San Francisco. &quot;You're trying to trick me, and I don't like being tricked.&quot;The pitfalls of such spots were underscored on Dec. 19, when one turned up during ABC's news magazine &quot;Prime Time Live.&quot; The network, which had barred the spots from running during news programs, apologized for the error.&nbsp;Testing the Limits on Bare FleshThe notorious, nude-filled advertising supplement for Calvin Klein jeans drew lots of gawkers. Most agreed that the emperor, too, wore no clothes.The supplement, created by Mr. Klein's in-house advertising department, was included in a plastic bag wrapped around selected copies of the October issue of Vanity Fair magazine -- a &quot;polybagged outsert&quot; in the industry's picturesque jargon. Inside, 116 pages of black-and-white photographs depicted pouty young men, pretending to be members of a rock band, preening in various states of undress.It symbolized advertising's never-ending efforts to test the limits in using sex, and skin, to sell products.  But people on both sides of that issue thought the campaign was artless.&quot;It stood for everything that missed the mark,&quot; said Donny Deutsch, creative director of Deutsch Inc. in New York. He decried the advertising's supplement's &quot;decadent sexuality&quot; as &quot;so 80's.&quot;Nat Whitten, co-creative director of Weiss, Whitten, Carroll, Stagliano in New York, termed it &quot;out of touch.&quot; His special peeve: &quot;They didn't show the models how to hold the guitars right.&quot;",0.154986414295,0.544715774769,1315 words,THE MEDIA BUSINESS: ADVERTISING;In the Year of the Soft Sell: The Subtle and The Dubious,1991-12-27 00:00:00,103 of 998 DOCUMENTS,The New York Times
"&nbsp;The Spanish government has vowed to helpNikeInc. in the trademark dispute threatening to make a shambles of the company's multi-million dollar Olympic ad campaign, officials said.In a letter sent this week to the European Commission, Spanish officials promised to ask a Barcelona judge to allowNiketo post bond in the case, an official at the Ministry of Industry, Commerce and Tourism said.That arrangement would allow the Beaverton, Ore., company to sell and advertise its sports apparel in Spain while awaiting a final court decision in the trademark conflict.&nbsp;The letter, however, warns that &quot;the judiciary in Spain is independent of the executive and is not obliged to comply with the request,&quot; the official said.There was no immediate response from the courts.The Commission had asked the Spanish government to helpNikefight the Barcelona judge's standing order prohibiting it from selling clothing in Spain - an injunction that also might prevent the U.S. track and field team from wearingNikeuniforms at the Barcelona Games, which open July 25.Nikepaid a multi-million dollar figure to put its name on the U.S. and Algerian track teams at the Olympics.But just who owns that name is being fiercely disputed in Spain by lawyer Juan Amigo Freixas, who holds aNiketrademark registered in 1932 by a Barcelona sock maker, and Cidesport, a formerNikedistributor that has indirectly acquired marketing rights to Amigo's trademark.Two courts have upheld the Barcelona judge's injunction despite the factNikewas awarded its own trademark in Spain in July 1990.Nikehas estimated it stands to lose $ 20 million in sales in Spain alone - and many times that worldwide - if it cannot advertise its new line of clothing at the Games.OFFICIALS BANNEDAuthorities have banned Ivan Slavkov, head of Bulgaria's Olympic committee and son-in-law of former Communist strongman Todor Zhivkov, from travelling to the Barcelona Olympics.Yordanka Vandova, Slavkov's lawyer, said Wednesday the Sofia prosecutor had issued a letter saying Slavkov's passport was withdrawn July 8, and he could not fly to Barcelona as planned Wednesday.Slavkov, an International Olympic Committee member since 1987, was scheduled to attend an IOC finance meeting in Barcelona today before accompanying Bulgarian athletes at the games, Vandova said.Slavkov was charged with embezzling $ 304 from the Bulgarian Olympic Committee in January, 1990, shortly after his father-in-law was ousted by reform Communists.ATHLETE PUMPEDStella Umeh, the diminutive gymnast bound for Barcelona, looked out over a sea of young faces and let it be known how she felt about a sendoff for Olympic athletes Wednesday afternoon.&quot;This is cool, really cool.&quot;Umeh, all of five feet, 100 pounds, takes off for the Olympic Games today knowing she's no longer a stranger to a bunch of fans in the country's largest city.&quot;This should really be a confidence boost for us,&quot; she said of a barbecue, fashion-show pep rally put on by various Olympic sponsors outside a downtown shopping centre in Toronto. &quot;It's nice to know this many people care about us.&quot;Umeh and her gymnastic teammates depart this morning for Spain. Other members of Canada's team are already in Europe, while others pass through Toronto in the next few days before travelling to Barcelona.",0.0984545454545,0.350181818182,564 words,NikeInc. has a lot on line,1992-07-16 00:00:00,108 of 998 DOCUMENTS,"Calgary Herald (Alberta, Canada)"
"NikeInc.'s second-quarter earnings were up 58% from the same period last year, chairman Philip Knight said.The strong earnings report comes despite a nationwide boycott ofNikeproducts called by Operation PUSH last August.&nbsp;Nike'snet income for the three months ended Nov. 30 was $ 58 million, or 77 cents a share.  During the same quarter last year, the company earned $ 37 million, or 49 cents per share.Revenues for the second quarter increased 46% to $ 649 million from $ 446 million in the previous year.&quot;I think our numbers speak for themselves,&quot; saidNikespokeswoman Liz Dolan.  Retailers were showing confidence inNikedespite the boycott and general fears of a recession, she said.Nikesaid minorities compose 16% of its work force, up from 11% in January 1989.  The company said it recruits at black colleges and has made many other efforts to help minorities.Nikeplans to add a minority member to its board by July.",0.04375,0.263194444444,159 words,Nike'squarterly earnings up 58%,1991-01-21 00:00:00,109 of 998 DOCUMENTS,Marketing News TM
"There are famous new voices in the ongoing jibes between Reebok andNike.In a new $ 20 million ad campaign for its Pump sneakers, Reebok airs six TV spots using athletes as spokesmen.Both companies say it's the first time athlete endorsers have taken shots at the competition. It has also promptedNiketo consider legal action, saysNikead manager Scott Bedbury, because ''after a callous attack, you can't sit on the sidelines.''&nbsp;The Reebok ads implicitly tweakNikeendorsers. Consumers are meant to think ofNike'sMichael Jordan when Reebok's Dominique Wilkins says, ''Michael, my man, if you want to fly first class,'' switch to Pumps. Reebok decathlete Dave Johnson says, ''I'm the man who knows cross-training,'' notNike'sBo Jackson. Reebok's Boomer Esiason is more direct: ''Boomer knows something that Bo don't know.''Nike'sBedbury says, ''It saddens us to see (endorsers) misused or abused. ... This doesn't bode well for the ad industry.''Reebok marketing vice president David Ropes says the ads just reflect reality. ''Athletes' egos are so huge they needle each other. This banter is their professional jargon.Nikeis just blowing smoke.''Where there's smoke, there's publicity - and that helps both companies. ''In the world of competitive noise, both of us benefit,'' says Reebok's Ropes. ''We're battling for a share of consumers' minds.''&nbsp;PUNCH PITCH: The World Boxing Council is considering selling licensed merchandise and might even try to improve its image through a consumer ad campaign. The WBC, a leading boxing sanctioning group, has hired the New York ad agency Taylor-Gordon, Aarons &amp; Co. to publicize its pension programs and support of medical research. ... Arnold Schwarzenegger appears in free-market economist Milton Friedman's five-part TV series Free to Choose, starting Sunday on CNBC. ''I came from a socialistic country, Austria, (where) you can hear 18-year-old kids already talking about their pension. But me, I wanted more.'' ... ... Junior college quarterback John Kaleo, who signed Wednesday with University of Maryland, shows how sponsors can leave an impression. ''The Weed Eater Bowl,'' Kaleo told The (Baltimore) Sun, ''solidified my decision.'' Maryland tied Louisiana Tech 34-34 in the Poulan/Weed Eater Independence Bowl last December.",0.230741626794,0.419577352472,386 words,SPORTS BUSINESS;Reebok ads haveNikeconsidering suit,1991-02-08 00:00:00,110 of 998 DOCUMENTS,USA TODAY
"NikeInc., which paid millions to put its name on the U.S. track and field team's uniforms at the Barcelona Olympics, is appealing a stunning high court decision that bars the advertising or sale ofNikeapparel in Spain, a company attorney said yesterday.Spain's Constitutional Court last week refused to lift a lower court order prohibiting the Beaverton, Oregon-based sports apparel company from using theNikename on clothing because a Barcelona firm registered the trademark first in 1932.NikeInc., whose shoes are not affected by the ruling, has planned to use the Olympics promotional campaign to launch a new line of sports clothes.&nbsp;If further legal actions fail -- and if the courts rule the injunction bars U.S. athletes from wearingNikeuniforms -- the firm stands to lose $20 million in sales in Spain alone and many times that sum worldwide, according to company documents.&quot;We do not believe we've lost the battle by any means, much less the war,&quot; said John Faylor,Nike'sEuropean lawyer.But the decision clearly leftNikeat a disadvantage in its long-running dispute with Juan Amigo Freixas, the Barcelona lawyer who bought theNikename from the original registrant, who briefly made socks during the 1930s.Amigo has reportedly askedNikefor $30 million for rights to the brand, according to Faylor, who has called the Spaniard a &quot;pirate.&quot;Amigo refused to divulge his demands in a recent interview. He said the injunction would preventNikefrom carrying out its Olympics promotion.Nike, however, claims the decision won't keep athletes from wearing its name when the Games open July 25.The International Olympic Committee does not consider the uniforms to be a form of advertising or promotion, Faylor said in a telephone interview from Frankfurt.The arguments againstNikecould be strong, however.In documents filed with the Constitutional Court and the U.S. Trade Representative,Nikeitself raised the Olympics sponsorship issue to argue that retaining the injunction would cause irreparable damage to the company.And sinceNikepaid millions to The Athletics Congress -- the governing body of U.S. track -- for the right to dress the athletes inNikegear, the Spanish courts may not look kindly on the company's claim that its sponsorship was mere altruism.&quot;Nike'ssponsorship of the U.S. track and field team during the 1992 Olympic Games is a central component ofNike'slong-term international marketing strategy,&quot;Nikeattorneys wrote the Washington-based U.S. Trade Representative in April.The prospect of missing out on the Games is particularly painful since Reebok, a fierce competitor in shoes and apparel, is providing the uniforms that all U.S. athletes -- includingNikespokesman Michael Jordan -- will wear on the awards podium if they win medals.In the meantime,Nikeis hoping the Constitutional Court reverses itself -- quickly, with the Olympics less than three weeks away.The Constitutional Court -- having spoken only onNike'smotion to lift the injunction -- has yet to rule on the validity of Amigo's 60-year-old trademark.",0.0793878517316,0.41604978355,521 words,NikeInc. appeals court ruling,1992-07-07 00:00:00,112 of 998 DOCUMENTS,"Hamilton Spectator (Ontario, Canada)"
"Legal rebuff toNike'sGames plans MadridNIKEIncorporated has suffered a major setback in its trademark battle with a Spanish lawyer who has vowed to prevent the US track and field team from wearingNike'sname at the Barcelona Games.With the Olympics set to open on Saturday andNikecounting on US athletes to show off its new clothing line, a Barcelona court refused to lift its order barringNikefrom selling or advertising its sports apparel in Spain.The decision left the US company with few short-term options in its court wrangle with a lawyer, Mr Juan Amigo, who bought theNiketrademark in 1981 from a Barcelona sock company that registered it as a trademark 60 years ago.&nbsp;Nikehas repeatedly insisted it would not negotiate with Amigo and his ally, the Barcelona clothing company Cidesport, which has asked around $US25 million ($A33.60 million) for rights to the trademark.But the two sides are scheduled to meet in Madrid, with the encouragement of American diplomats, according to a US embassy spokesman, Mr Paul Saxton.Nikepaid a multi-million dollar sum to put its name on the US and Algerian teams in Barcelona.Its case has been bolstered by the European Commission, which asked the Spanish government last month to convince the court to allowNiketo post a bond allowing the company to sell its apparel while awaiting a final decision.The United States has also weighed in onNike'sbehalf, placing Spain on a special trade &quot;watch list&quot; for what US officials consider slack trademark laws and enforcement.The negotiations may beNike'sonly chance of following through on its plan to put its name on the Olympic athletes.Company lawyers say the uniforms are not &quot;advertising&quot;, and therefore do not fall under the court order.But Amigo and Cidesport insist the order bars the Olympic athletes from wearing the uniforms.The injunction was upheld earlier this month by the Constitutional Tribunal, Spain's highest appeals court.AP",0.0370670995671,0.266176046176,332 words,,1992-07-23 00:00:00,114 of 998 DOCUMENTS,Hobart Mercury
"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Steroid use byNike-sponsored athletes and widespreadunder-the-table payments to amateur competitors are among the allegations in a new book about the athletic shoe and apparel giant. A statement fromNikeInc. corporate vice-president Liz Dolan admitted there was truth in some of the stories in the 660-page book - Swoosh, The Story ofNikeand the Men Who Played There by Julie Strasser and Laurie Becklund - but added it's all ''ancient history.''",-0.0284090909091,0.426136363636,80 words,Nikeathletes used steroids: book,1992-01-16 00:00:00,116 of 998 DOCUMENTS,"The Financial Post (Toronto, Canada)"
"NikeInc. and Phipps haven't yet signed a lease. But several Phipps tenants said they anticipate a deal soon and that theNikeTown store could open next year.&nbsp;Officials of Phipps andNike,the sporting goods giant based in Beaverton, Ore., declined comment Thursday.Tenants, some of whom have talked toNikeofficials, said the company likes Atlanta because it is a major sports center. The city is home of the Braves, Hawks and Falcons, and it will host the Super Bowl in 1994 and the Summer Olympics two years later.NabbingNikeTown would give bragging rights to Phipps over other Atlanta malls, including nearby rival Lenox Square. Phipps is in the midst of a $ 140 million renovation and expansion.Tom Ross, Tiffany's vice president, saidNikeTown would be a major draw and w ould boost traffic in Phipps, which has suffered poor traffic in recent years.",-0.0151515151515,0.408333333333,146 words,No lease yet,1992-08-14 00:00:00,118 of 998 DOCUMENTS,The Atlanta Journal and Constitution
"The Spanish government has vowed to helpNikeInc. in the trademark dispute threatening to derail its multimillion-dollar Olympic ad campaign. Spanish officials promised to ask a Barcelona judge to allowNiketo post bond in the case, allowing it to sell and advertise its sports apparel in Spain while awaiting a final court decision. A Spanish businessman claims he owns the rights to theNiketrademark in Spain.",0.0,0.25,71 words,Nikegets help,1992-07-16 00:00:00,120 of 998 DOCUMENTS,"The Financial Post (Toronto, Canada)"
"NikeInc., which paid millions to put its name on the U.S. track and field team's uniforms at the Barcelona Olympics, is appealing a stunning high court decision that bars the advertising or sale ofNikeapparel in Spain, a company attorney said.Spain's Constitutional Court last week refused to lift a lower court order prohibiting the Beaverton, Ore.&nbsp;-based sports apparel company from using theNikename on clothing because a Barcelona firm registered the trademark first in 1932.If further legal actions fail -- and if the courts rule the injunction bars U.S. athletes from wearingNikeuniforms, the firm stands to lose $ 20 million in sales in Spain alone and many times that sum worldwide, according to company documents. ...Daley Thompson will make a final attempt to qualify for a fifth Olympic Games decathlon Thursday and Friday at an arranged meet in London.Thompson, the world record-holder and Olympic gold medalist in 1980 and 1988, must achieve the qualifying standard of 7,850 points at the Crystal Palace meet for a place on the British Olympic team.",0.0864285714286,0.41,181 words,OLYMPICS,1992-07-07 00:00:00,122 of 998 DOCUMENTS,The Washington Post
"NikeInc. said today that it would begin showing next week a television commercial to promote racial harmony that features Spike Lee, the film maker.Set in an outdoor basketball court called Spike's Urban Jungle Gym, the advertisement, directed by Mr. Lee, shows black and white basketball players giving reasons for not playing with one another. Mr. Lee steps in to say: &quot;If we're going to live together, we've got to play together.&quot;&nbsp;The commercial, which also features Tim Hardaway, a Golden State Warriors player, was filmed at an outdoor basketball court in Los Angeles about two weeks before the riots that followed the verdict in the Rodney King case.The filming was done in an area that later saw some of the worst disturbances. Mr. Lee said the commercial is a reworking of a scene from his 1989 film &quot;Do The Right Thing.&quot;&nbsp;Nikewas criticized last summer by a Chicago-based civil rights group founded by the Rev. Jesse Jackson. The group urged the sneaker maker to increase its hiring of blacks and called for a boycott by the black community.Nikesaid at the time that 8.5 percent of the 4,500 employees in its headquarters here were black.Eventually, however, the campaign petered out becauseNikesneakers had become a virtual uniform for inner-city youths.The company said in 1990 that 14 percent of its sales were to blacks.&nbsp;Nikesaid it plans to put on sale in August a line of sports apparel inspired by Mr. Lee's Urban Jungle Gym, including jackets, shirts and shorts with slogans like &quot;The Mo' Colors, The Mo's Better&quot; and &quot;Live Together/Play Together.&quot;",-0.0407503607504,0.23126984127,267 words,COMPANY NEWS: Promoting Racial Harmony;NikePlans Commercial That Features Spike Lee,1992-05-23 00:00:00,126 of 998 DOCUMENTS,The New York Times
"Spike Lee and Michael Jordan are back withNike.This time, the two are starring in the company's $5 million &quot;Stay in School&quot; campaign.One spot, which will begin nationally during the National Basketball Association's All-Star Game on Feb. 10, features Mr. Lee as his &quot;Mars Blackmon&quot; character, joking around with Mr. Jordan, the Chicago Bulls star. After a slightly intense discussion about the principles of gravity, they tell other kids in the classroom, &quot;Don't be stupid; stay in school.&quot;&nbsp;&quot;These spots are important to me because education is the key,&quot; Mr. Lee said in an interview. &quot;Spike and Michael saying 'stay in school' is not the only answer, but it helps.&quot;Also, we tried to put humor in,&quot; the Brooklyn film maker said. &quot;We're not trying to be too preachy.&quot;NikeInc. has been criticized in the past for using black athletes in its ads but having few of them in as corporate executives. Mr. Lee said some of the criticisms were valid.But he said: &quot;We have tried to work some of these things out. I wish a lot of other companies were as open minded asNike.They want to do the right thing. No pun intended.&quot;Nike'sagency, Wieden &amp; Kennedy, first matched Mr. Lee and Mr. Jordan in 1989.",-0.0620634920635,0.486825396825,204 words,THE MEDIA BUSINESS: ADVERTISING -- ADDENDA;Nike's2 Stars Appear In a New Campaign,1991-01-31 00:00:00,127 of 998 DOCUMENTS,The New York Times
"Phipps Plaza has the high fashion of Saks Fifth Avenue and the glitter of Tiffany's.&nbsp;Now it's going for a slam dunk withNikeTown.The Buckhead mall is being eyed byNikeTown, one of America's funkiest retail concepts. It blends fantasy for wannabe jocks, high-tech glitz for the entertainment-minded and, yes, shoes and other merchandise.A newNikeTown store in Chicago has a maple basketball court, where people can test sneakers. The firstNikeTown opened in Portland, Ore., in 1990.",0.0175,0.4575,84 words,Phipps shooting forNikesport store,1992-08-14 00:00:00,132 of 998 DOCUMENTS,The Atlanta Journal and Constitution
